Image,Name,Rarity,Occupation,Species,Color,Box
369,ZEI-6-MM5178,Rare,Pirate,Dog Kai,White,Red
370,ZEI-6-MM2562,Rare,Pirate,Dog Morgan,Black,Red
371,ZEI-6-MM2433,Rare,Pirate,Cat Adrian,Black,Red
372,ZEI-6-MM4359,Rare,Mighty Pirate,Mouse Mackenzie,Black,Red
373,ZEI-6-MM8255,Rare,Mighty Pirate,Monkey Charlie,Black,Red
374,ZEI-6-MM9705,Rare,Mighty Pirate,Dog Hunter,White,Red
375,ZEI-6-MM8712,Rare,Mighty Pirate,Owl Aubrey,White,Red
376,ZEI-6-MM6808,Rare,Mighty Pirate,Dog Cameron,Black,Red
377,ZEI-6-MM9868,Rare,Archaeologist,Owl Aubrey,Black,Red
378,ZEI-6-MM5765,Rare,Archaeologist,Dog Emerson,White,Red
379,ZEI-6-MM5249,Rare,Archaeologist,Dog Kai,White,Red
380,ZEI-6-MM3142,Rare,Detective,Cat Marley,Black,Red
381,ZEI-6-MM9530,Rare,Detective,Owl Aubrey,Black,Red
382,ZEI-6-MM5801,Rare,Detective,Cat Skyler,Black,Red
383,ZEI-6-MM5723,Rare,Detective,Mouse Avery,White,Red
384,ZEI-6-MM1818,Rare,Hacker,Monkey Frankie,White,Red
385,ZEI-6-MM4217,Rare,Hacker,Monkey Blake,Black,Red
386,ZEI-6-MM5271,Rare,Hacker,Monkey Dakota,Black,Red
387,ZEI-6-MM3109,Rare,Hacker,Rabbit Kyle,Black,Red
388,ZEI-6-MM4509,Rare,Hacker,Owl Taylor,Black,Red
389,ZEI-6-MM2827,Rare,Hacker,Cat Ellis,Black,Red
390,ZEI-6-MM9815,Rare,Hacker,Dog Cameron,White,Red
391,ZEI-6-MM3782,Rare,Hacker,Cat Casey,Black,Red
392,ZEI-6-MM9164,Rare,Hacker,Rabbit Ashton,White,Red
393,ZEI-6-MM6036,Rare,Hacker,Cat Dylan,White,Red
394,ZEI-6-MM4064,Rare,Hacker,Cat Skyler,Black,Red
395,ZEI-6-MM2857,Rare,Hacker,Dog Noel,White,Red
396,ZEI-6-MM8139,Rare,Master,Mouse Spencer,Black,Red
397,ZEI-6-MM2975,Rare,Master,Owl Aubrey,White,Red
398,ZEI-6-MM2492,Rare,Master,Cat Lane,White,Red
399,ZEI-6-MM9672,Rare,Master,Dog Drew,Black,Red
400,ZEI-6-MM3602,Rare,Martial Artist,Bear Riley,brown,Red
401,ZEI-6-MM6753,Rare,Martial Artist,Owl Aubrey,White,Red
402,ZEI-6-MM9723,Rare,Martial Artist,Owl Taylor,Black,Red
403,ZEI-6-MM7092,Rare,Martial Artist,Monkey Frankie,Black,Red
404,ZEI-6-MM2942,Rare,Mighty Master,Cat Blair,Black,Red
405,ZEI-6-MM8624,Rare,Mighty Master,Cat Adrian,White,Red
406,ZEI-6-MM3162,Rare,Mighty Master,Monkey Blake,brown,Red
407,ZEI-6-MM5134,Rare,Mighty Master,Owl Devin,Brown,Red
408,ZEI-6-MM6040,Rare,Mighty Master,Dog Hunter,White,Red
409,ZEI-6-MM8073,Rare,Mighty Master,Bear Kelly,White,Red
410,ZEI-6-MM3915,Rare,Pilot,Mouse Rory,Black,Red
411,ZEI-6-MM7119,Rare,Pilot,Monkey Hayden,Black,Red
412,ZEI-6-MM4770,Rare,Pilot,Dog Pat,Black,Red
413,ZEI-6-MM8065,Rare,Pilot,Rabbit Kyle,Black,Red
414,ZEI-6-MM4676,Rare,Pilot,Owl Devin,White,Red
415,ZEI-6-MM7207,Rare,Pilot,Dog Noel,White,Red
416,ZEI-6-MM1612,Rare,Pilot,Bear Riley,brown,Red
417,ZEI-6-MM5930,Rare,Sailor,Cat Jamie,Black,Red
418,ZEI-6-MM1654,Rare,Sailor,Rabbit Ashton,Black,Red
419,ZEI-6-MM3893,Rare,Sailor,Owl Taylor,Black,Red
420,ZEI-6-MM8336,Rare,Sailor,Owl Aubrey,White,Red
421,ZEI-6-MM7284,Rare,Sailor,Rabbit Jesse,Black,Red
422,ZEI-6-MM1280,Rare,Sailor,Bear Dana,Black,Red
423,ZEI-6-MM7729,Rare,Sailor,Monkey Ripley,Brown,Red
424,ZEI-6-MM8785,Rare,Priest,Monkey Parker,White,Red
425,ZEI-6-MM8436,Rare,Priest,Cat Rowan,White,Red
426,ZEI-6-MM8254,Rare,Magician,Cat Skyler,Black,Red
427,ZEI-6-MM9042,Rare,Magician,Monkey Parker,Black,Red
428,ZEI-6-MM4390,Rare,Magician,Dog Drew,Black,Red
429,ZEI-6-MM9847,Rare,Magician,Rabbit Finley,White,Red
430,ZEI-6-MM9399,Rare,Clown,Cat Lane,Black,Red
431,ZEI-6-MM7369,Rare,Clown,Rabbit Jesse,Black,Red
432,ZEI-6-MM7954,Rare,Clown,Monkey Arden,Black,Red
433,ZEI-6-MM7194,Rare,Clown,Monkey Charlie,Black,Red
434,ZEI-6-MM9614,Rare,Clown,Mouse Spencer,White,Red
435,ZEI-6-MM2464,Rare,Clown,Monkey Parker,White,Red
436,ZEI-6-MM8155,Rare,Scientist,Dog Addison,Black,Red
437,ZEI-6-MM2309,Rare,Scientist,Monkey Parker,White,Red
438,ZEI-6-MM5392,Rare,Scientist,Dog Pat,Black,Red
439,ZEI-6-MM7397,Rare,Scientist,Mouse Kerry,Black,Red
440,ZEI-6-MM1446,Rare,Scientist,Rabbit Finley,Black,Red
441,ZEI-6-MM1844,Rare,Scientist,Dog Kai,Black,Red
442,ZEI-6-MM5013,Rare,Scientist,Cat Lane,White,Red
443,ZEI-6-MM8438,Rare,Singer,Rabbit Peyton,White,Red
444,ZEI-6-MM3328,Rare,Singer,Dog Bailey,Black,Red
445,ZEI-6-MM9343,Rare,Singer,Dog Addison,White,Red
446,ZEI-6-MM3701,Rare,Singer,Monkey Hayden,Brown,Red
447,ZEI-6-MM8226,Rare,Singer,Bear Dana,Black,Red
448,ZEI-6-MM9035,Rare,Singer,Monkey Parker,Black,Red
449,ZEI-6-MM8645,Rare,Singer,Mouse Mackenzie,Black,Red
450,ZEI-6-MM7645,Rare,Doctor,Bear Riley,brown,Red
451,ZEI-6-MM7685,Rare,Doctor,Dog Kai,White,Red
452,ZEI-6-MM9278,Rare,Doctor,Rabbit Ashton,White,Red
453,ZEI-6-MM8468,Rare,Doctor,Dog Noel,White,Red
454,ZEI-6-MM7832,Rare,Doctor,Monkey Frankie,White,Red
455,ZEI-6-MM4171,Rare,Doctor,Rabbit Logan,White,Red
456,ZEI-6-MM5031,Rare,Doctor,Dog Hunter,Black,Red
457,ZEI-6-MM3550,Rare,Doctor,Cat Blair,White,Red
458,ZEI-6-MM7768,Common,Mighty Boxer,Mouse Rory,White,Red
459,ZEI-6-MM4973,Common,Mighty Boxer,Rabbit Tracy,Black,Red
460,ZEI-6-MM3513,Common,Mighty Boxer,Bear Riley,Black,Red
461,ZEI-6-MM9305,Common,Mighty Boxer,Monkey Parker,Black,Red
462,ZEI-6-MM3730,Common,Mighty Boxer,Mouse Spencer,Black,Red
463,ZEI-6-MM7665,Common,Artist,Mouse Avery,Black,Red
464,ZEI-6-MM4980,Common,Musician,Monkey Dakota,White,Red
465,ZEI-6-MM1689,Common,Chef,Cat Casey,Black,Red
466,ZEI-6-MM6286,Common,Chef,Owl Aubrey,White,Red
467,ZEI-6-MM7889,Common,Server,Monkey Dakota,White,Red
468,ZEI-6-MM8536,Common,Server,Cat Rowan,White,Red
469,ZEI-6-MM6426,Common,Firefighter,Rabbit Logan,Black,Red
470,ZEI-6-MM5743,Common,Diver,Cat Ellis,Black,Red
471,ZEI-6-MM3390,Common,Diver,Owl Taylor,Black,Red
472,ZEI-6-MM5876,Common,Diver,Monkey Charlie,Black,Red
473,ZEI-6-MM1483,Common,Diver,Owl Devin Brown,Brown,Red
474,ZEI-6-MM5793,Common,Plumber,Monkey Parker,Black,Red
475,ZEI-6-MM7439,Common,Plumber,Cat Marley,Black,Red
476,ZEI-6-MM3359,Common,Police Officer,Mouse Rory,White,Red
477,ZEI-6-MM3670,Common,Police Officer,Monkey Dakota,White,Red
478,ZEI-6-MM3143,Common,Police Officer,Cat Lane,White,Red
479,ZEI-6-MM8013,Common,Police Officer,Dog Emerson,White,Red
480,ZEI-6-MM9310,Common,Mighty Police,Monkey Blake,brown,Red
481,ZEI-6-MM7243,Common,Mighty Police,Monkey Frankie,Black,Red
482,ZEI-6-MM6872,Common,Mountaineer,Monkey Blake,Brown,Red
483,ZEI-6-MM6775,Common,Mountaineer,Cat Adrian,Black,Red
484,ZEI-6-MM4125,Common,Basketball Player,Monkey Dakota,White,Red
485,ZEI-6-MM5871,Common,Basketball Player,Bear Riley,brown,Red
486,ZEI-6-MM4141,Common,Soccer Player,Owl Taylor,Black,Red
487,ZEI-6-MM4261,Common,Soccer Player,Monkey Ripley,Brown,Red
488,ZEI-6-MM3128,Common,Soccer Player,Monkey Parker,Black,Red
489,ZEI-6-MM3282,Common,Soccer Player,Monkey Dakota,White,Red
490,ZEI-6-MM3923,Common,Soccer Player,Dog Emerson,White,Red
491,ZEI-6-MM7024,Common,Tennis Player,Cat Harper,White,Red
492,ZEI-6-MM5562,Common,Tennis Player,Rabbit Logan,Black,Red
493,ZEI-6-MM7258,Common,Tennis Player,Monkey Ripley,Brown,Red
494,ZEI-6-MM3762,Common,Tennis Player,Monkey Hayden,Brown,Red
495,ZEI-6-MM7492,Common,Tennis Player,Mouse Spencer,Black,Red
496,ZEI-6-MM1896,Common,Tennis Player,Cat Blair,White,Red
497,ZEI-6-MM4674,Common,Gangster,Dog Noel,Black,Red
498,ZEI-6-MM1069,Common,Gangster,Cat Dylan,White,Red
499,ZEI-6-MM7138,Common,Thief,Cat Dylan,White,Red
500,ZEI-6-MM1124,Common,Citizen,Dog Emerson,White,Red
501,ZEI-6-MM7275,Common,Citizen,Cat Adrian,Black,Red
502,ZEI-6-MM4138,Common,Citizen,Monkey Hayden,Brown,Red
503,ZEI-6-MM6924,Common,Citizen,Dog Drew,Black,Red
504,ZEI-6-MM8105,Common,Citizen,Dog Bailey,Black,Red
505,ZEI-6-MM8124,Common,Citizen,Mouse Avery,Black,Red
506,ZEI-6-MM3609,Common,Citizen,Monkey Dakota,White,Red
507,ZEI-6-MM5818,Common,Citizen,Rabbit Kyle,White,Red
508,ZEI-6-MM6421,Common,Citizen,Cat Dylan,White,Red
509,ZEI-6-MM9708,Common,Riot Police,Cat Dylan,White,Red
510,ZEI-6-MM5141,Common,Riot Police,Dog Kai,White,Red
511,ZEI-6-MM5223,Common,Riot Police,Monkey Dakota,White,Red
512,ZEI-6-MM1618,Common,Riot Police,Rabbit Logan,Black,Red
513,ZEI-6-MM6106,Common,Student,Mouse Mackenzie,Black,Red
514,ZEI-6-MM6936,Common,Student,Cat Skyler,Black,Red
515,ZEI-6-MM6841,Common,Mighty Citizen,Cat Harper,Black,Red
516,ZEI-6-MM4244,Common,Mighty Citizen,Dog Drew,White,Red
517,ZEI-6-MM9353,Common,Mighty Citizen,Monkey Parker,Black,Red
518,ZEI-6-MM2412,Common,Mighty Citizen,Cat Ellis,White,Red
519,ZEI-6-MM6049,Common,Mighty Citizen,Rabbit Tracy,Black,Red
520,ZEI-6-MM9233,Common,Mighty Citizen,Cat Jamie,White,Red
521,ZEI-6-MM3541,Common,Mighty Citizen,Cat Marley,White,Red
522,ZEI-6-MM8311,Common,Mighty Citizen,Mouse Kerry,White,Red
523,ZEI-6-MM3716,Common,Student,Dog Pat,White,Red
524,ZEI-6-MM9634,Common,Student,Rabbit Logan,Black,Red
525,ZEI-6-MM6544,Common,Student,Monkey Parker,Black,Red
526,ZEI-6-MM3614,Common,Student,Cat Ellis,Black,Red
527,ZEI-6-MM9637,Common,Student,Cat Adrian,Black,Red
528,ZEI-6-MM3705,Common,Citizen,Cat Skyler,Black,Red
529,ZEI-6-MM8064,Common,Citizen,Mouse Spencer,Black,Red
530,ZEI-6-MM9882,Common,Citizen,Monkey Ripley,Brown,Red
531,ZEI-6-MM1075,Common,Citizen,Rabbit Ashton,Black,Red
532,ZEI-6-MM8037,Common,Citizen,Monkey Dakota,White,Red
533,ZEI-6-MM8370,Common,Citizen,Cat Ellis,Black,Red
534,ZEI-6-MM2971,Common,Citizen,Cat Blair,White,Red
535,ZEI-6-MM9443,Common,Citizen,Monkey Arden,Black,Red
536,ZEI-6-MM7742,Common,Citizen,Rabbit Jesse,Black,Red
537,ZEI-6-MM4068,Common,Citizen,Mouse Rory,White,Red
538,ZEI-6-MM8389,Common,Citizen,Monkey Frankie,Black,Red
539,ZEI-6-MM3180,Common,Citizen,Mouse Avery,Black,Red
540,ZEI-6-MM4443,Common,Citizen,Cat Lane,White,Red
541,ZEI-6-MM7986,Common,Citizen,Mouse Kerry,White,Red
542,ZEI-6-MM3659,Common,Citizen,Monkey Dakota,White,Red
543,ZEI-6-MM1086,Common,Citizen,Dog Drew,Black,Red
544,ZEI-6-MM2199,Common,Citizen,Dog Kai,White,Red
545,ZEI-6-MM1109,Common,Citizen,Dog Drew,Black,Red
546,ZEI-6-MM6163,Common,Citizen,Rabbit Logan,Black,Red
547,ZEI-6-MM2487,Common,Citizen,Dog Hunter,Black,Red
548,ZEI-6-MM6564,Common,Mighty Gangster,Cat Harper,Black,Red
549,ZEI-6-MM2486,Common,Mighty Gangster,Rabbit Logan,Black,Red
550,ZEI-6-MM8433,Common,Mighty Gangster,Cat Skyler,White,Red
551,ZEI-6-MM5519,Epic,Warrior,Bear Riley,Black,Red
552,ZEI-6-MM4889,Epic,Warrior,Cat Casey,White,Red
553,ZEI-6-MM2323,Epic,Warrior,Rabbit Kyle,White,Red
554,ZEI-6-MM6765,Epic,Warrior,Dog Kai,Black,Red
555,ZEI-6-MM2925,Epic,Warrior,Cat Skyler,White,Red
556,ZEI-6-MM8237,Epic,Warrior,Cat Blair,Black,Red
557,ZEI-6-MM1717,Epic,Warrior,Mouse Avery,Black,Red
558,ZEI-6-MM4570,Epic,Warrior,Dog Noel,Black,Red
559,ZEI-6-MM7937,Epic,Warrior,Monkey Hayden,Brown,Red
560,ZEI-6-MM8699,Epic,Warrior,Mouse Kerry,White,Red
561,ZEI-6-MM6945,Epic,Warrior,Monkey Charlie,Black,Red
562,ZEI-6-MM8581,Epic,Future Warrior,Dog Hunter,White,Red
563,ZEI-6-MM9293,Epic,Future Warrior,Monkey Parker,Black,Red
564,ZEI-6-MM9482,Epic,Future Warrior,Rabbit Kyle,White,Red
565,ZEI-6-MM7064,Epic,Future Warrior,Dog Morgan,White,Red
566,ZEI-6-MM1402,Epic,Future Warrior,Cat Adrian,White,Red
567,ZEI-6-MM3832,Epic,Future Warrior,Cat Marley,White,Red
568,ZEI-6-MM5887,Epic,Future Warrior,Owl Aubrey,White,Red
569,ZEI-6-MM6975,Epic,Future Warrior,Cat Blair,Black,Red
570,ZEI-6-MM2166,Epic,Future Warrior,Bear Dana,White,Red
571,ZEI-6-MM3672,Epic,Future Warrior,Cat Ellis,White,Red
572,ZEI-6-MM4653,Epic,Future Warrior,Owl Taylor,Black,Red
573,ZEI-6-MM2658,Epic,Future Warrior,Rabbit Jesse,Black,Red
574,ZEI-6-MM7658,Epic,Future Warrior,Cat Rowan,Black,Red
575,ZEI-6-MM2428,Epic,Future Warrior,Cat Casey,White,Red
576,ZEI-6-MM3713,Epic,Future Warrior,Dog Noel,Black,Red
577,ZEI-6-MM2215,Epic,Future Warrior,Dog Pat,White,Red
578,ZEI-6-MM5797,Epic,Future Warrior,Rabbit Ashton,Black,Red
579,ZEI-6-MM8181,Epic,Future Warrior,Monkey Ripley,Brown,Red
580,ZEI-6-MM4153,Epic,Future Warrior,Dog Cameron,Black,Red
581,ZEI-6-MM1712,Epic,Future Warrior,Rabbit Tracy,Black,Red
582,ZEI-6-MM2090,Epic,Future Warrior,Rabbit Finley,White,Red
583,ZEI-6-MM5160,Epic,Mighty Warrior,Dog Noel,White,Red
584,ZEI-6-MM4679,Epic,Mighty Warrior,Rabbit Logan,White,Red
585,ZEI-6-MM9544,Epic,Mighty Warrior,Dog Bailey,Black,Red
586,ZEI-6-MM1956,Epic,Mighty Warrior,Mouse Kerry,Black,Red
587,ZEI-6-MM5880,Epic,Mighty Warrior,Owl Aubrey,Black,Red
588,ZEI-6-MM1322,Epic,Mighty Warrior,Cat Ellis,Black,Red
589,ZEI-6-MM1315,Epic,Mighty Warrior,Bear Dana,White,Red
590,ZEI-6-MM5810,Epic,Mighty Warrior,Monkey Dakota,Black,Red
591,ZEI-6-MM4251,Epic,Mighty Warrior,Cat Harper,White,Red
592,ZEI-6-MM5872,Epic,Mighty Warrior,Rabbit Jesse,White,Red
593,ZEI-6-MM4431,Epic,Mighty Warrior,Cat Marley,Black,Red
594,ZEI-6-MM8823,Epic,Mighty Warrior,Bear Kelly,Black,Red
595,ZEI-6-MM3171,Epic,Ronin,Monkey Dakota,Black,Red
596,ZEI-6-MM4921,Epic,Ronin,Monkey Frankie,White,Red
597,ZEI-6-MM4295,Epic,Ronin,Monkey Blake,Black,Red
598,ZEI-6-MM2757,Epic,Ronin,Rabbit Logan,White,Red
599,ZEI-6-MM2607,Epic,Ronin,Dog Drew,Black,Red
600,ZEI-6-MM4130,Epic,Ronin,Cat Adrian,Black,Red
601,ZEI-6-MM3009,Epic,Ronin,Dog Bailey,Black,Red
602,ZEI-6-MM6845,Epic,Ronin,Monkey Charlie,Brown,Red
603,ZEI-6-MM8851,Epic,Ronin,Monkey Parker,White,Red
604,ZEI-6-MM8441,Epic,Ronin,Cat Casey,Black,Red
605,ZEI-6-MM4947,Epic,Ronin,Dog Noel,White,Red
606,ZEI-6-MM6618,Epic,Ronin,Dog Kai,White,Red
607,ZEI-6-MM8535,Epic,Ronin,Owl Aubrey,Black,Red
608,ZEI-6-MM7613,Epic,Ronin,Monkey Arden,Brown,Red
609,ZEI-6-MM5577,Epic,Ronin,Rabbit Peyton,Black,Red
610,ZEI-6-MM2917,Epic,Swordsman,Mouse Spencer,White,Red
611,ZEI-6-MM7306,Epic,Swordsman,Mouse Rory,Black,Red
612,ZEI-6-MM2694,Epic,Swordsman,Cat Casey,Black,Red
613,ZEI-6-MM7489,Epic,Swordsman,Rabbit Jesse,White,Red
614,ZEI-6-MM4266,Epic,Swordsman,Dog Bailey,Black,Red
615,ZEI-6-MM5310,Epic,Swordsman,Monkey Parker,White,Red
616,ZEI-6-MM3813,Epic,Swordsman,Dog Hunter,Black,Red
617,ZEI-6-MM8990,Epic,Swordsman,Monkey Hayden,Black,Red
618,ZEI-6-MM5877,Epic,Swordsman,Monkey Frankie,White,Red
619,ZEI-6-MM5683,Epic,Swordsman,Dog Pat,Black,Red
620,ZEI-6-MM7642,Epic,Swordsman,Owl Devin,White,Red
621,ZEI-6-MM9386,Epic,Swordsman,Monkey Arden,Brown,Red
622,ZEI-6-MM2385,Epic,Swordsman,Rabbit Ashton,White,Red
623,ZEI-6-MM1607,Epic,Swordsman,Cat Rowan,White,Red
624,ZEI-6-MM5484,Epic,Ninja,Dog Kai,White,Red
625,ZEI-6-MM3169,Epic,Ninja,Dog Morgan,Black,Red
626,ZEI-6-MM3803,Epic,Ninja,Dog Addison,White,Red
627,ZEI-6-MM5847,Epic,Ninja,Bear Riley,brown,Red
628,ZEI-6-MM3654,Epic,Ninja,Rabbit Logan,White,Red
629,ZEI-6-MM5416,Epic,Ninja,Owl Taylor Brown,Brown,Red
630,ZEI-6-MM9506,Epic,Ninja,Cat Marley,Black,Red
631,ZEI-6-MM2598,Epic,Ninja,Dog Hunter,Black,Red
632,ZEI-6-MM6337,Epic,Ninja,Cat Casey,Black,Red
633,ZEI-6-MM7748,Epic,Ninja,Mouse Rory,Black,Red
634,ZEI-6-MM2968,Epic,Ninja,Mouse Mackenzie,White,Red
635,ZEI-6-MM8643,Epic,Ninja,Dog Cameron,White,Red
636,ZEI-6-MM5038,Epic,Ninja,Cat Adrian,Black,Red
637,ZEI-6-MM1853,Epic,Ninja,Dog Drew,Black,Red
638,ZEI-6-MM8348,Epic,Ninja,Monkey Ripley,Black,Red
639,ZEI-6-MM1090,Epic,Ninja,Dog Emerson,White,Red
640,ZEI-6-MM4352,Epic,Phantom,Rabbit Finley,Black,Red
641,ZEI-6-MM6385,Epic,Phantom,Cat Rowan,White,Red
642,ZEI-6-MM2097,Epic,Phantom,Owl Aubrey,Black,Red
643,ZEI-6-MM9827,Epic,Phantom,Dog Kai,White,Red
644,ZEI-6-MM9015,Epic,Phantom,Rabbit Peyton,Black,Red
645,ZEI-6-MM1965,Epic,Phantom,Bear Riley,brown,Red
646,ZEI-6-MM6171,Epic,Phantom,Cat Adrian,Black,Red
647,ZEI-6-MM3238,Epic,Phantom,Mouse Spencer,White,Red
648,ZEI-6-MM8795,Epic,Phantom,Cat Blair,White,Red
649,ZEI-6-MM4813,Epic,Phantom,Rabbit Logan,White,Red
650,ZEI-6-MM2133,Epic,Phantom,Cat Skyler,Black,Red
651,ZEI-6-MM6560,Epic,Phantom,Rabbit Jesse,White,Red
652,ZEI-6-MM7391,Epic,Phantom,Cat Harper,White,Red
653,ZEI-6-MM9034,Epic,Phantom,Dog Pat,Black,Red
654,ZEI-6-MM2568,Epic,Phantom,Dog Emerson,White,Red
655,ZEI-6-MM5396,Epic,Mage,Mouse Mackenzie,White,Red
656,ZEI-6-MM6903,Epic,Mage,Dog Bailey,Black,Red
657,ZEI-6-MM8029,Epic,Mage,Rabbit Kyle,Black,Red
658,ZEI-6-MM4829,Epic,Mage,Dog Morgan,Black,Red
659,ZEI-6-MM3455,Epic,Mage,Rabbit Peyton,Black,Red
660,ZEI-6-MM1481,Epic,Mage,Dog Pat,Black,Red
661,ZEI-6-MM5602,Epic,Mage,Bear Riley,brown,Red
662,ZEI-6-MM9419,Epic,Mage,Rabbit Tracy,White,Red
663,ZEI-6-MM3111,Epic,Mage,Rabbit Ashton,White,Red
664,ZEI-6-MM9073,Epic,Mage,Cat Dylan,White,Red
665,ZEI-6-MM3331,Epic,Mage,Monkey Blake,Black,Red
666,ZEI-6-MM2092,Epic,Mage,Monkey Charlie,Brown,Red
667,ZEI-6-MM8813,Epic,Mage,Rabbit Logan,White,Red
668,ZEI-6-MM7823,Epic,Prophet,Dog Bailey,Black,Red
669,ZEI-6-MM8888,Epic,Prophet,Dog Hunter,Black,Red
670,ZEI-6-MM5174,Epic,Prophet,Mouse Spencer,White,Red
671,ZEI-6-MM6457,Epic,Prophet,Rabbit Kyle,Black,Red
672,ZEI-6-MM6288,Epic,Prophet,Cat Casey,Black,Red
673,ZEI-6-MM9088,Epic,Prophet,Mouse Avery,White,Red
674,ZEI-6-MM5687,Epic,Prophet,Cat Dylan,White,Red
675,ZEI-6-MM7950,Epic,Prophet,Owl Devin,White,Red
676,ZEI-6-MM5959,Epic,Prophet,Bear Dana,Black,Red
677,ZEI-6-MM2911,Epic,Prophet,Mouse Mackenzie,White,Red
678,ZEI-6-MM1442,Epic,Astrologist,Dog Hunter,Black,Red
679,ZEI-6-MM6940,Epic,Astrologist,Dog Morgan,Black,Red
680,ZEI-6-MM3977,Epic,Astrologist,Dog Pat,Black,Red
681,ZEI-6-MM8131,Epic,Astrologist,Rabbit Tracy,White,Red
682,ZEI-6-MM1170,Epic,Astrologist,Cat Adrian,Black,Red
683,ZEI-6-MM5802,Epic,Astrologist,Cat Lane,White,Red
684,ZEI-6-MM7250,Epic,Astrologist,Owl Taylor Brown,Brown,Red
685,ZEI-6-MM7317,Epic,Astrologist,Dog Kai,White,Red
686,ZEI-6-MM8639,Epic,Astrologist,Mouse Avery,White,Red
687,ZEI-6-MM3944,Epic,Astrologist,Monkey Dakota,Black,Red
688,ZEI-6-MM1424,Rare,Captain,Monkey Hayden,Black,Red
689,ZEI-6-MM4079,Rare,Mighty Pirate,Monkey Blake,Black,Red
690,ZEI-6-MM6441,Rare,Mighty Pirate,Dog Noel,White,Red
691,ZEI-6-MM9197,Rare,Mighty Pirate,Cat Adrian,Black,Red
692,ZEI-6-MM9792,Rare,Mighty Pirate,Bear Kelly,Black,Red
693,ZEI-6-MM5177,Rare,Detective,Dog Cameron,Black,Red
694,ZEI-6-MM6941,Rare,Hacker,Cat Blair,Black,Red
695,ZEI-6-MM5928,Rare,Hacker,Dog Noel,Black,Red
696,ZEI-6-MM8887,Rare,Mighty Master,Mouse Mackenzie,White,Red
697,ZEI-6-MM4502,Rare,Mighty Master,Monkey Hayden,Black,Red
698,ZEI-6-MM6847,Rare,Mighty Master,Owl Taylor,Black,Red
699,ZEI-6-MM5247,Rare,Mighty Master,Mouse Kerry,Black,Red
700,ZEI-6-MM9056,Rare,Mighty Master,Dog Noel,White,Red
701,ZEI-6-MM5843,Rare,Priest,Owl Aubrey,White,Red
702,ZEI-6-MM9148,Rare,Priest,Monkey Frankie,Black,Red
703,ZEI-6-MM6693,Rare,Priest,Dog Bailey,White,Red
704,ZEI-6-MM3856,Rare,Priest,Cat Dylan,Black,Red
705,ZEI-6-MM6963,Rare,Magician,Cat Adrian,White,Red
706,ZEI-6-MM9465,Rare,Magician,Monkey Charlie,Brown,Red
707,ZEI-6-MM9727,Rare,Magician,Bear Riley,Black,Red
708,ZEI-6-MM9713,Rare,Magician,Rabbit Kyle,Black,Red
709,ZEI-6-MM8450,Rare,Clown,Cat Jamie,Black,Red
710,ZEI-6-MM4176,Rare,Clown,Rabbit Finley,Black,Red
711,ZEI-6-MM7022,Rare,Scientist,Rabbit Peyton,White,Red
712,ZEI-6-MM3886,Rare,Scientist,Dog Noel,Black,Red
713,ZEI-6-MM9721,Rare,Doctor,Rabbit Peyton,White,Red
714,ZEI-6-MM1767,Rare,Doctor,Bear Dana,White,Red
715,ZEI-6-MM1182,Rare,Doctor,Cat Lane,Black,Red
716,ZEI-6-MM3029,Rare,Doctor,Owl Taylor,Black,Red
717,ZEI-6-MM3363,Rare,Doctor,Monkey Charlie,Black,Red
718,ZEI-6-MM8883,Rare,Doctor,Rabbit Ashton,Black,Red
719,ZEI-6-MM9424,Common,Mighty Police,Monkey Hayden,Black,Red
720,ZEI-6-MM5344,Common,Mighty Police,Rabbit Peyton,Black,Red
721,ZEI-6-MM4909,Common,Citizen,Rabbit Logan,White,Red
722,ZEI-6-MM6954,Common,Citizen,Mouse Avery,White,Red
723,ZEI-6-MM5090,Common,Citizen,Monkey Charlie,Brown,Red
724,ZEI-6-MM7091,Common,Citizen,Cat Blair,White,Red
725,ZEI-6-MM5365,Common,Citizen,Owl Aubrey,Black,Red
726,ZEI-6-MM3490,Common,Citizen,Mouse Avery,White,Red
727,ZEI-6-MM1724,Common,Citizen,Dog Addison,Black,Red
728,ZEI-6-MM8510,Common,Citizen,Dog Morgan,Black,Red
729,ZEI-6-MM3690,Common,Citizen,Cat Jamie,White,Red
730,ZEI-6-MM6464,Common,Citizen,Mouse Rory,Black,Red
731,ZEI-6-MM2467,Common,Citizen,Monkey Parker,White,Red
732,ZEI-6-MM5140,Common,Student,Dog Cameron,Black,Red
733,ZEI-6-MM3641,Common,Student,Rabbit Tracy,White,Red
734,ZEI-6-MM9422,Common,Mighty Citizen,Cat Dylan,White,Red
735,ZEI-6-MM2843,Common,Mighty Citizen,Dog Noel,White,Red
736,ZEI-6-MM5759,Common,Mighty Citizen,Cat Blair,White,Red
737,ZEI-6-MM6659,Common,Mighty Citizen,Mouse Mackenzie,White,Red
738,ZEI-6-MM1661,Common,Citizen,Rabbit Finley,Black,Red
739,ZEI-6-MM2984,Common,Citizen,Cat Jamie,White,Red
740,ZEI-6-MM3046,Common,Citizen,Dog Hunter,White,Red
741,ZEI-6-MM3322,Common,Citizen,Rabbit Ashton,White,Red
742,ZEI-6-MM2869,Common,Citizen,Cat Rowan,Black,Red
743,ZEI-6-MM6947,Common,Citizen,Dog Noel,White,Red
